Пол;Возраст;Путешествует с детьми;Расстояние;Включён завтрак;Наличие wifi;Оценка удобства добирания до места;Оценка интерсности досуга;Оценка качества питания;Оценка качества wifi;Оценка комфортности палатки;Общая оценка качества предоставленной услуги
жен;59,6;нет;1044;1;0;2;плохо;хорошо;отсутствует;плохо;нормально
муж;27,5;нет;224;0;0;3;отсутствует;отсутствует;отсутствует;плохо;хорошо
жен;26,9;нет;453;0;0;3;плохо;отсутствует;отсутствует;плохо;плохо
жен;53,7;нет;583;0;0;2;плохо;отсутствует;отсутствует;плохо;плохо
жен;39,2;нет;1525;1;0;4;плохо;нормально;отсутствует;нормально;нормально
муж;21,6;нет;669;1;1;3;нормально;хорошо;нормально;нормально;нормально
муж;29,8;нет;839;1;0;4;плохо;нормально;отсутствует;хорошо;нормально
жен;20,4;нет;446;1;1;4;нормально;плохо;нормально;плохо;хорошо
муж;27,6;нет;332;0;0;3;плохо;отсутствует;отсутствует;плохо;нормально
жен;51,9;да;2276;1;0;4;плохо;плохо;отсутствует;нормально;нормально
муж;28,6;нет;894;1;0;4;плохо;плохо;отсутствует;нормально;нормально
жен;55,8;нет;162;1;1;2;нормально;хорошо;плохо;нормально;нормально
муж;45,2;нет;1811;0;1;3;хорошо;отсутствует;нормально;хорошо;хорошо
муж;41,7;нет;110;1;0;2;плохо;плохо;отсутствует;плохо;плохо
муж;30,9;нет;1061;1;1;4;нормально;хорошо;хорошо;нормально;хорошо
жен;50,9;нет;640;1;1;5;хорошо;нормально;хорошо;хорошо;хорошо
муж;23,5;нет;162;1;0;3;плохо;нормально;отсутствует;плохо;нормально
жен;51,8;нет;720;1;0;4;плохо;нормально;отсутствует;хорошо;нормально
жен;65,2;нет;1740;0;1;2;нормально;отсутствует;плохо;плохо;нормально
жен;69,4;нет;970;1;1;4;хорошо;нормально;нормально;нормально;нормально
жен;65,2;нет;618;1;1;2;нормально;хорошо;плохо;хорошо;нормально
муж;45,2;нет;967;0;0;4;плохо;отсутствует;отсутствует;нормально;нормально
муж;24,5;нет;314;0;1;2;нормально;отсутствует;нормально;плохо;нормально
муж;35,3;нет;1158;0;0;5;плохо;отсутствует;отсутствует;нормально;нормально
жен;46,9;да;1049;0;1;3;нормально;отсутствует;плохо;хорошо;нормально
муж;35,9;нет;733;1;1;4;нормально;плохо;нормально;плохо;плохо
жен;21,3;нет;1286;1;1;5;нормально;хорошо;плохо;хорошо;нормально
муж;54,8;нет;871;1;1;2;нормально;нормально;нормально;нормально;хорошо
муж;24,7;нет;807;0;1;2;нормально;отсутствует;плохо;нормально;нормально
муж;18,8;нет;537;1;1;3;хорошо;нормально;нормально;хорошо;хорошо
муж;23,5;нет;352;0;1;2;нормально;отсутствует;плохо;плохо;плохо
жен;37,4;да;584;1;1;5;нормально;нормально;плохо;нормально;хорошо
жен;43,6;нет;460;0;0;3;плохо;отсутствует;отсутствует;плохо;нормально
муж;36,4;нет;241;1;1;2;нормально;нормально;плохо;плохо;нормально
жен;41,5;да;526;0;1;2;нормально;отсутствует;нормально;нормально;нормально
муж;38,4;нет;162;0;1;3;хорошо;отсутствует;плохо;хорошо;нормально
муж;24,6;нет;410;0;1;4;хорошо;отсутствует;нормально;хорошо;хорошо
муж;55,3;нет;1825;1;0;4;плохо;нормально;отсутствует;хорошо;нормально
жен;47,5;да;1004;1;0;4;плохо;хорошо;отсутствует;хорошо;нормально
жен;38,5;нет;193;1;0;3;плохо;нормально;отсутствует;нормально;нормально
муж;53,6;нет;342;1;0;4;плохо;нормально;отсутствует;нормально;нормально
муж;27,5;нет;770;1;1;4;нормально;нормально;плохо;нормально;нормально
муж;67,4;нет;1497;0;1;2;нормально;отсутствует;нормально;нормально;нормально
муж;56,5;нет;1079;1;0;4;плохо;плохо;отсутствует;хорошо;нормально
муж;40,5;да;485;0;0;4;плохо;отсутствует;отсутствует;плохо;нормально
муж;57,4;да;1512;0;1;5;нормально;отсутствует;плохо;нормально;хорошо
муж;50,9;нет;911;1;0;2;плохо;плохо;отсутствует;нормально;плохо
жен;29,3;нет;1911;1;1;1;нормально;плохо;плохо;нормально;плохо
муж;37,5;да;1202;1;1;4;хорошо;нормально;хорошо;хорошо;хорошо
жен;58,2;нет;532;0;1;3;нормально;отсутствует;плохо;плохо;нормально
жен;23,6;нет;1627;1;1;4;нормально;плохо;плохо;нормально;плохо
муж;59,3;да;1126;1;1;3;нормально;нормально;нормально;нормально;нормально
муж;24,4;нет;1272;1;0;3;плохо;нормально;отсутствует;плохо;нормально
муж;22,3;нет;264;1;0;3;плохо;плохо;отсутствует;нормально;нормально
муж;27,6;нет;1034;1;1;3;нормально;нормально;плохо;нормально;нормально
муж;46,5;да;625;0;1;4;нормально;отсутствует;плохо;нормально;нормально
